Month,ID,Annual_Income,Monthly_Inhand_Salary,Interest_Rate,Delay_from_due_date,Num_of_Delayed_Payment,Outstanding_Debt,Credit_Utilization_Ratio,Amount_invested_monthly,Monthly_Balance
April,356,82778.56,7008.213333,30,16,22,1777.73,30.15473168,148.9248859,586.7011305
May,356,82778.56,7008.213333,30,14,,1777.73,40.69729415,88.64287504,656.9831414
June,356,82778.56,7008.213333,30,14,,1777.73,42.50253965,153.0103832,592.6156332
January,357,94052.22,7008.213333,13,36,20,76.99,31.8869753,665.8545917,355.0385761
February,357,94052.22,7704.685,13,41,22,76.99,33.12986652,109.0260988,861.8670689
March,357,94052.22,7704.685,13,41,22,76.99,33.30375043,221.1489381,759.7442297
April,357,94052.22,7704.685,13,45,20,76.99,41.43018563,272.4853847,738.407783
May,357,94052.22,7704.685,13,43,22,76.99,34.2699491,728.8317453,282.0614224
June,357,94052.22,7704.685,13,41,22,76.99,30.50484605,10000,851.886547
January,358,16355.71,1240.975833,23,37,,1696.82,38.06822668,49.03250389,300.1300294
February,358,16355.71,1240.975833,23,41,,1696.82,34.6275954,38.38113533,320.7813979
March,358,16355.71,1240.975833,23,21,18,1696.82,38.03867991,67.87707164,311.2854616
April,358,16355.71,1240.975833,23,21,17,1696.82,29.21436023,44.87421099,344.2883223
May,358,16355.71,1240.975833,23,21,18,1696.82,35.15911161,94.83763361,284.3248997
June,358,16355.71,1240.975833,23,21,21,1696.82,24.81769827,67.26141194,301.9011213
January,359,15119.56,1209.963333,29,21,18,3154.07,32.65622217,106.619669,226.1654724
February,359,15119.56,1209.963333,29,21,15,3154.07,33.63241558,47.94400601,284.8411354
March,359,15119.56,1209.963333,29,21,,3154.07,35.6711718,19.79193717,292.9932042
April,359,15119.56,1209.963333,29,22,,3154.07,41.27894307,66.1758974,286.609244
May,359,15119.56,1209.963333,29,6,9,3154.07,34.81167376,140.2378952,212.5472462
June,359,15119.56,1209.963333,29,6,9,3154.07,35.00079072,16.11466977,286.6704716
January,360,20639.79,1209.963333,15,6,10,4145.87,33.80774323,192.4273953,156.1439445
February,360,20639.79,1209.963333,15,1,9,4145.87,27.87095643,123.7406877,214.8306521
March,360,20639.79,1541.9825,15,6,11,4145.87,31.95053714,42.74836523,265.8229746
April,360,20639.79,1541.9825,15,6,9,4145.87,33.20119879,143.4552994,205.1160404
May,360,20639.79,1541.9825,15,6,,4145.87,28.24845553,71.01008392,247.5612559
June,360,20639.79,1541.9825,15,4,,4145.87,37.14017334,141.8018491,206.7694907
January,361,18472.71,1392.3925,26,1,2,2031.89,29.29207666,46.94486958,281.4684904
February,361,18472.71,1392.3925,26,-3,2,2031.89,39.42984302,80.56595452,287.8474055
March,361,18472.71,1392.3925,26,1,1,2031.89,31.90778505,50.25222604,318.1611339
April,361,18472.71,1392.3925,26,1,2,2031.89,29.33078605,125.9240717,232.4892883
May,361,18472.71,1392.3925,26,1,2,2031.89,32.94441128,85.59247977,282.8208802
June,361,18472.71,1392.3925,26,1,2,2031.89,27.21278778,37.27114183,311.1422181
January,362,42731.27,3300.939167,1,1,,511.85,32.28408282,0,351.4866369
February,362,42731.27,3300.939167,1,1,,511.85,31.35928301,41.79900934,487.4438933
March,362,42731.27,3300.939167,1,59,27,511.85,27.75306162,0,442.9648922
April,362,42731.27,3300.939167,1,60,25,511.85,30.29250097,305.8498656,243.393037
May,362,42731.27,3300.939167,1,59,25,511.85,26.11934907,137.1226529,392.1202497
June,362,42731.27,3300.939167,1,59,25,511.85,31.14373729,148.1317097,391.1111929
January,363,82700.32,6625.693333,17,65,25,4659.6,38.22880588,308.6420449,251.8129553
February,363,82700.32,6625.693333,17,65,25,4659.6,37.16070768,65.88851788,444.5664823
March,363,82700.32,6625.693333,17,60,,4659.6,25.57005292,331.480753,198.9742472
April,363,82700.32,6625.693333,17,60,,4659.6,25.73056941,98.01062881,412.4443714
May,363,82700.32,6625.693333,17,57,11,4659.6,29.30906723,114.8830865,395.5719137
June,363,82700.32,6625.693333,17,55,11,4659.6,36.04882242,137.1598661,383.2951341
January,364,11968.51,1254.375833,16,55,0,685.74,27.670114,36.67950532,340.683593
February,364,11968.51,1254.375833,16,50,14,685.74,34.78791128,109.0623032,288.300795
March,364,11968.51,1254.375833,16,55,0,685.74,33.66808098,37.44229654,349.9208017
April,364,11968.51,1254.375833,16,55,11,685.74,29.55612924,145.3363288,252.0267695
May,364,11968.51,1254.375833,16,55,,685.74,33.51214674,98.12667964,299.2364186
June,364,11968.51,1254.375833,16,55,,685.74,31.34980858,135.9767631,261.3863352
January,365,33386.25,2851.1875,11,2,7,1343.67,40.42088047,0,412.3643797
February,365,33386.25,2851.1875,11,-3,8,1343.67,28.44974783,195.3773624,272.1952627
March,365,33386.25,2851.1875,11,2,8,1343.67,26.63038774,324.8507346,172.7218904
April,365,33386.25,2851.1875,11,2,9,1343.67,30.77959265,48.68114386,398.8914812
May,365,33386.25,2851.1875,11,3,8,1343.67,36.71501257,58.05282439,409.5198006
June,365,33386.25,2851.1875,11,0,8,1343.67,35.4335059,86.04251272,371.5301123
January,366,67614.24,5558.52,17,2,,1330.8,33.47077659,191.5452951,559.2738383
February,366,67614.24,5558.52,17,1,,1330.8,39.55175942,58.11685365,642.7022797
March,366,67614.24,5558.52,17,16,8,1330.8,28.99010303,129.8008963,581.018237
April,366,67614.24,5558.52,17,16,8,1330.8,32.2223366,294.0496274,456.7695059
May,366,67614.24,5558.52,17,16,8,1330.8,26.0635385,10000,555.5513804
June,366,67614.24,5558.52,17,16,8,1330.8,30.55545363,448.4074771,282.4116562
January,367,174304.04,14458.33667,12,16,7,461.16,45.69697529,411.4090543,1304.424612
February,367,174304.04,14458.33667,12,16,8,461.16,26.3151489,908.9426597,816.891007
March,367,174304.04,14458.33667,12,16,,461.16,32.15152164,0,1303.67945
April,367,174304.04,14458.33667,12,16,,461.16,34.52840401,924.5006617,781.333005
May,367,174304.04,14458.33667,12,8,8,461.16,43.60998835,457.5456431,1268.288024
June,367,174304.04,14458.33667,12,3,8,461.16,43.12342138,150.8701341,1534.963533
January,368,68742.75,5902.5625,20,5,8,651.38,24.97691209,594.119779,196.4790648
February,368,68742.75,5902.5625,20,8,8,651.38,26.3841002,298.4283348,492.170509
March,368,68742.75,5902.5625,20,8,11,651.38,26.74042361,0,693.6748062
April,368,68742.75,5902.5625,20,8,8,651.38,31.80790041,102.3860761,638.2127677
May,368,68742.75,5902.5625,20,8,,651.38,37.43315036,160.351673,600.2471708
June,368,68742.75,5902.5625,20,8,,651.38,36.00077993,272.1071575,498.4916863
January,369,15932.725,1219.727083,11,14,17,1124.16,34.32953017,62.59804405,326.1066101
February,369,15932.725,1219.727083,11,14,17,1124.16,39.9506353,30.40156329,338.3030909
March,369,15932.725,1219.727083,11,14,17,1124.16,38.79232586,114.3254025,264.3792517
April,369,15932.725,1219.727083,11,14,17,1124.16,39.17412496,15.6311459,343.0735083
May,369,15932.725,1219.727083,11,14,18,1124.16,27.65483493,30.96125517,317.743399
June,369,15932.725,1219.727083,11,12,17,1124.16,35.4084138,10000,342.144219
January,370,55583.67,4816.9725,11,14,,2019.51,39.94061525,148.4988981,543.4643534
February,370,55583.67,4816.9725,11,14,,2019.51,27.4269899,130.304986,531.6582654
March,370,55583.67,4816.9725,11,3,5,2019.51,28.01246095,258.0544123,443.9088391
April,370,55583.67,4816.9725,11,8,6,2019.51,34.13824026,0,381.4997543
May,370,55583.67,4816.9725,11,8,0,2019.51,23.76400718,394.5478462,307.4154053
June,370,55583.67,4816.9725,11,3,3,2019.51,36.21344473,0,409.9088772
January,371,72252.36,6059.03,12,8,8,51.39,37.50992953,580.0378686,178.7148294
February,371,72252.36,6059.03,12,8,5,51.39,28.6399751,90.77576851,627.9769295
March,371,72252.36,6059.03,12,3,,51.39,26.34579075,124.4990063,594.2536917
April,371,72252.36,6059.03,12,8,,51.39,27.74624012,46.31600978,672.4366883
May,371,72252.36,6059.03,12,12,-1,51.39,37.35689095,249.6274608,499.1252372
June,371,72252.36,6059.03,12,12,1,51.39,35.18634728,334.5985912,424.1541068
January,372,30399.06,2298.255,18,12,0,516.76,26.31384489,171.6617411,293.6355047
February,372,30399.06,2298.255,18,12,0,516.76,37.71148,10000,173.6542994
March,372,30399.06,2298.255,18,8,0,516.76,36.87001366,153.0156991,282.2815467
April,372,30399.06,2298.255,18,9,2,516.76,25.98811276,143.0942779,292.2029679
May,372,30399.06,2298.255,18,12,,516.76,24.81209137,120.5602597,334.7369861
June,372,30399.06,2298.255,18,12,,516.76,27.05790876,52.75492104,372.5423248
January,373,8365.075,896.0895833,19,25,20,2758.61,36.0250722,19.51340238,278.1410661
February,373,8365.075,896.0895833,19,25,22,2758.61,26.91872166,42.75914404,304.8953245
March,373,8365.075,896.0895833,19,25,20,2758.61,25.9507661,76.98085135,270.6736171
April,373,8365.075,896.0895833,19,25,20,2758.61,32.25671634,55.57627661,292.0781919
May,373,8365.075,896.0895833,19,25,20,2758.61,33.19469964,48.85033329,278.8041352
June,373,8365.075,896.0895833,19,24,21,2758.61,25.91028633,95.00717972,252.6472888
January,374,133410.66,11387.555,4,24,,933.84,33.24614847,0,738.3451769
February,374,133410.66,11387.555,4,27,,933.84,43.54308077,190.1812102,1198.57429
March,374,133410.66,11387.555,4,46,11,933.84,30.86749727,10000,933.6538646
April,374,133410.66,11387.555,4,46,12,933.84,43.41734758,147.8499442,1230.905556
May,374,133410.66,11387.555,4,46,11,933.84,43.52791792,0,1003.401463
June,374,133410.66,11387.555,4,46,9,933.84,38.28849615,298.5142111,1090.241289
January,375,19167.04,1479.253333,15,49,14,1297.12,32.05801381,132.9557607,250.434121
February,375,19167.04,1479.253333,15,46,11,1297.12,31.77120746,111.484906,281.9049757
March,375,19167.04,1479.253333,15,41,,1297.12,30.97203915,0,272.9113971
April,375,19167.04,1479.253333,15,46,,1297.12,26.86735083,133.7620303,259.6278514
May,375,19167.04,1479.253333,15,18,22,1297.12,39.31634346,149.3106987,244.079183
June,375,19167.04,1479.253333,15,18,22,1297.12,33.7285291,45.72732662,317.6625551
,,,,,18,21,,,,
,,,,,18,22,,,,
,,,,,18,22,,,,
,,,,,18,24,,,,
,,,,,18,,,,,
,,,,,18,,,,,
,,,,,17,24,,,,
,,,,,17,23,,,,
,,,,,17,22,,,,
,,,,,17,24,,,,
,,,,,17,26,,,,
,,,,,13,23,,,,
,,,,,12,,,,,
,,,,,21,,,,,
,,,,,17,15,,,,
,,,,,18,0,,,,
,,,,,14,12,,,,
,,,,,18,12,,,,
,,,,,18,12,,,,
,,,,,16,12,,,,
,,,,,19,,,,,
,,,,,18,,,,,
,,,,,4,1,,,,
,,,,,4,1,,,,
,,,,,8,-2,,,,
,,,,,1,4,,,,
,,,,,8,1,,,,
,,,,,4,-2,,,,
,,,,,4,,,,,
,,,,,8,,,,,
,,,,,17,10,,,,
,,,,,17,12,,,,
,,,,,16,8,,,,
,,,,,17,14,,,,
,,,,,17,11,,,,
,,,,,22,11,,,,
,,,,,17,,,,,
,,,,,17,,,,,
,,,,,16,18,,,,
,,,,,18,18,,,,
,,,,,18,18,,,,
,,,,,18,18,,,,
,,,,,18,18,,,,
,,,,,18,18,,,,
,,,,,18,,,,,
,,,,,18,,,,,
,,,,,0,1867,,,,
,,,,,1,-1,,,,
,,,,,0,1,,,,
,,,,,0,4,,,,
,,,,,0,0,,,,
,,,,,-5,1,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,33,26,,,,
,,,,,33,24,,,,
,,,,,37,24,,,,
,,,,,33,24,,,,
,,,,,35,25,,,,
,,,,,33,27,,,,
,,,,,38,,,,,
,,,,,32,,,,,
,,,,,35,19,,,,
,,,,,35,20,,,,
,,,,,35,23,,,,
,,,,,33,20,,,,
,,,,,35,20,,,,
,,,,,35,21,,,,
,,,,,35,,,,,
,,,,,35,,,,,
,,,,,19,14,,,,
,,,,,19,0,,,,
,,,,,19,12,,,,
,,,,,19,17,,,,
,,,,,19,11,,,,
,,,,,19,14,,,,
,,,,,19,,,,,
,,,,,19,,,,,
,,,,,29,19,,,,
,,,,,34,19,,,,
,,,,,32,22,,,,
,,,,,29,0,,,,
,,,,,32,20,,,,
,,,,,32,18,,,,
,,,,,32,,,,,
,,,,,32,,,,,
,,,,,21,18,,,,
,,,,,21,0,,,,
,,,,,26,0,,,,
,,,,,21,19,,,,
,,,,,21,19,,,,
,,,,,21,19,,,,
,,,,,21,,,,,
,,,,,19,,,,,
,,,,,24,16,,,,
,,,,,24,13,,,,
,,,,,22,13,,,,
,,,,,24,13,,,,
,,,,,24,13,,,,
,,,,,21,11,,,,
,,,,,23,,,,,
,,,,,23,,,,,
,,,,,5,12,,,,
,,,,,3,0,,,,
,,,,,5,13,,,,
,,,,,5,13,,,,
,,,,,4,11,,,,
,,,,,5,11,,,,
,,,,,5,,,,,
,,,,,2,,,,,
,,,,,29,13,,,,
,,,,,29,14,,,,
,,,,,29,14,,,,
,,,,,29,14,,,,
,,,,,28,14,,,,
,,,,,29,14,,,,
,,,,,29,,,,,
,,,,,27,,,,,
,,,,,16,20,,,,
,,,,,19,20,,,,
,,,,,19,20,,,,
,,,,,19,20,,,,
,,,,,19,20,,,,
,,,,,19,18,,,,
,,,,,19,,,,,
,,,,,19,,,,,
,,,,,14,3,,,,
,,,,,14,3,,,,
,,,,,14,4,,,,
,,,,,16,3,,,,
,,,,,14,5,,,,
,,,,,11,0,,,,
,,,,,14,,,,,
,,,,,11,,,,,
,,,,,12,11,,,,
,,,,,16,11,,,,
,,,,,8,11,,,,
,,,,,12,11,,,,
,,,,,12,0,,,,
,,,,,12,11,,,,
,,,,,12,,,,,
,,,,,12,,,,,
,,,,,47,0,,,,
,,,,,47,9,,,,
,,,,,47,8,,,,
,,,,,49,9,,,,
,,,,,47,9,,,,
,,,,,47,0,,,,
,,,,,43,,,,,
,,,,,47,,,,,
,,,,,1,9,,,,
,,,,,5,9,,,,
,,,,,1,9,,,,
,,,,,1,9,,,,
,,,,,1,9,,,,
,,,,,1,9,,,,
,,,,,1,,,,,
,,,,,1,,,,,
,,,,,7,18,,,,
,,,,,7,18,,,,
,,,,,7,20,,,,
,,,,,8,18,,,,
,,,,,7,18,,,,
,,,,,7,18,,,,
,,,,,7,,,,,
,,,,,7,,,,,
,,,,,16,23,,,,
,,,,,16,25,,,,
,,,,,16,23,,,,
,,,,,20,25,,,,
,,,,,19,23,,,,
,,,,,12,23,,,,
,,,,,16,,,,,
,,,,,18,,,,,
,,,,,27,8,,,,
,,,,,30,8,,,,
,,,,,27,6,,,,
,,,,,23,8,,,,
,,,,,27,8,,,,
,,,,,31,8,,,,
,,,,,25,,,,,
,,,,,27,,,,,
,,,,,11,3,,,,
,,,,,6,3,,,,
,,,,,6,3,,,,
,,,,,6,3,,,,
,,,,,6,2,,,,
,,,,,6,3,,,,
,,,,,10,,,,,
,,,,,6,,,,,
,,,,,59,21,,,,
,,,,,57,21,,,,
,,,,,57,21,,,,
,,,,,58,21,,,,
,,,,,56,18,,,,
,,,,,57,21,,,,
,,,,,57,,,,,
,,,,,57,,,,,
,,,,,44,19,,,,
,,,,,44,17,,,,
,,,,,49,19,,,,
,,,,,44,19,,,,
,,,,,44,19,,,,
,,,,,42,19,,,,
,,,,,46,,,,,
,,,,,44,,,,,
,,,,,15,21,,,,
,,,,,15,21,,,,
,,,,,15,21,,,,
,,,,,15,21,,,,
,,,,,19,21,,,,
,,,,,15,21,,,,
,,,,,18,,,,,
,,,,,15,,,,,
,,,,,24,12,,,,
,,,,,19,12,,,,
,,,,,19,11,,,,
,,,,,19,13,,,,
,,,,,19,12,,,,
,,,,,19,12,,,,
,,,,,19,,,,,
,,,,,19,,,,,
,,,,,19,16,,,,
,,,,,19,16,,,,
,,,,,19,0,,,,
,,,,,17,16,,,,
,,,,,19,16,,,,
,,,,,19,19,,,,
,,,,,19,,,,,
,,,,,14,,,,,
,,,,,27,2250,,,,
,,,,,27,19,,,,
,,,,,28,19,,,,
,,,,,22,19,,,,
,,,,,32,19,,,,
,,,,,27,19,,,,
,,,,,25,,,,,
,,,,,32,,,,,
,,,,,51,24,,,,
,,,,,54,24,,,,
,,,,,51,22,,,,
,,,,,51,24,,,,
,,,,,53,24,,,,
,,,,,51,24,,,,
,,,,,51,,,,,
,,,,,51,,,,,
,,,,,18,16,,,,
,,,,,18,16,,,,
,,,,,18,0,,,,
,,,,,18,16,,,,
,,,,,18,18,,,,
,,,,,18,17,,,,
,,,,,18,,,,,
,,,,,17,,,,,
,,,,,27,17,,,,
,,,,,27,17,,,,
,,,,,27,17,,,,
,,,,,27,17,,,,
,,,,,30,17,,,,
,,,,,27,14,,,,
,,,,,27,,,,,
,,,,,27,,,,,
,,,,,18,15,,,,
,,,,,18,16,,,,
,,,,,13,16,,,,
,,,,,23,14,,,,
,,,,,18,14,,,,
,,,,,18,14,,,,
,,,,,18,,,,,
,,,,,18,,,,,
,,,,,35,23,,,,
,,,,,40,19,,,,
,,,,,36,22,,,,
,,,,,35,21,,,,
,,,,,32,21,,,,
,,,,,35,21,,,,
,,,,,34,,,,,
,,,,,35,,,,,
,,,,,13,3,,,,
,,,,,13,0,,,,
,,,,,17,0,,,,
,,,,,13,0,,,,
,,,,,13,0,,,,
,,,,,13,0,,,,
,,,,,13,,,,,
,,,,,13,,,,,
,,,,,1,3,,,,
,,,,,4,0,,,,
,,,,,2,1,,,,
,,,,,2,1,,,,
,,,,,2,4,,,,
,,,,,2,1,,,,
,,,,,2,,,,,
,,,,,2,,,,,
,,,,,13,8,,,,
,,,,,15,0,,,,
,,,,,13,8,,,,
,,,,,12,8,,,,
,,,,,9,10,,,,
,,,,,18,8,,,,
,,,,,17,,,,,
,,,,,13,,,,,
,,,,,24,2,,,,
,,,,,19,4,,,,
,,,,,23,2,,,,
,,,,,26,4,,,,
,,,,,24,5,,,,
,,,,,24,2,,,,
,,,,,24,,,,,
,,,,,24,,,,,
,,,,,25,17,,,,
,,,,,24,18,,,,
,,,,,25,17,,,,
,,,,,25,16,,,,
,,,,,25,14,,,,
,,,,,25,17,,,,
,,,,,25,,,,,
,,,,,25,,,,,
,,,,,30,10,,,,
,,,,,32,10,,,,
,,,,,30,10,,,,
,,,,,30,10,,,,
,,,,,30,10,,,,
,,,,,30,10,,,,
,,,,,30,,,,,
,,,,,30,,,,,
,,,,,2,18,,,,
,,,,,10,0,,,,
,,,,,6,18,,,,
,,,,,6,18,,,,
,,,,,9,19,,,,
,,,,,6,18,,,,
,,,,,6,,,,,
,,,,,2,,,,,
,,,,,41,18,,,,
,,,,,39,16,,,,
,,,,,39,17,,,,
,,,,,39,20,,,,
,,,,,39,15,,,,
,,,,,39,0,,,,
,,,,,39,,,,,
,,,,,39,,,,,
,,,,,21,9,,,,
,,,,,17,9,,,,
,,,,,16,11,,,,
,,,,,21,9,,,,
,,,,,17,9,,,,
,,,,,19,9,,,,
,,,,,17,,,,,
,,,,,17,,,,,
,,,,,15,14,,,,
,,,,,15,14,,,,
,,,,,10,14,,,,
,,,,,15,14,,,,
,,,,,15,14,,,,
,,,,,15,14,,,,
,,,,,16,,,,,
,,,,,16,,,,,
,,,,,43,24,,,,
,,,,,40,24,,,,
,,,,,41,27,,,,
,,,,,43,24,,,,
,,,,,40,24,,,,
,,,,,40,24,,,,
,,,,,40,,,,,
,,,,,40,,,,,
,,,,,9,13,,,,
,,,,,9,12,,,,
,,,,,9,12,,,,
,,,,,9,12,,,,
,,,,,10,14,,,,
,,,,,9,12,,,,
,,,,,9,,,,,
,,,,,9,,,,,
,,,,,47,19,,,,
,,,,,44,19,,,,
,,,,,44,19,,,,
,,,,,48,19,,,,
,,,,,45,16,,,,
,,,,,44,19,,,,
,,,,,42,,,,,
,,,,,49,,,,,
,,,,,14,10,,,,
,,,,,13,12,,,,
,,,,,13,12,,,,
,,,,,13,7,,,,
,,,,,13,8,,,,
,,,,,13,13,,,,
,,,,,13,,,,,
,,,,,13,,,,,
,,,,,15,19,,,,
,,,,,19,20,,,,
,,,,,19,16,,,,
,,,,,19,18,,,,
,,,,,19,18,,,,
,,,,,19,16,,,,
,,,,,23,,,,,
,,,,,23,,,,,
,,,,,6,20,,,,
,,,,,11,20,,,,
,,,,,11,23,,,,
,,,,,11,20,,,,
,,,,,11,20,,,,
,,,,,11,20,,,,
,,,,,11,,,,,
,,,,,11,,,,,
,,,,,19,16,,,,
,,,,,14,14,,,,
,,,,,14,16,,,,
,,,,,15,13,,,,
,,,,,14,17,,,,
,,,,,14,16,,,,
,,,,,14,,,,,
,,,,,14,,,,,
,,,,,15,2,,,,
,,,,,14,0,,,,
,,,,,14,2,,,,
,,,,,14,2,,,,
,,,,,14,-1,,,,
,,,,,14,2,,,,
,,,,,14,,,,,
,,,,,14,,,,,
,,,,,34,23,,,,
,,,,,34,23,,,,
,,,,,38,26,,,,
,,,,,34,26,,,,
,,,,,34,23,,,,
,,,,,34,22,,,,
,,,,,34,,,,,
,,,,,34,,,,,
,,,,,0,1,,,,
,,,,,4,0,,,,
,,,,,4,1,,,,
,,,,,4,1,,,,
,,,,,4,-1,,,,
,,,,,-1,-2,,,,
,,,,,4,,,,,
,,,,,4,,,,,
,,,,,21,0,,,,
,,,,,19,12,,,,
,,,,,23,12,,,,
,,,,,23,13,,,,
,,,,,28,15,,,,
,,,,,23,14,,,,
,,,,,26,,,,,
,,,,,23,,,,,
,,,,,25,14,,,,
,,,,,23,14,,,,
,,,,,23,14,,,,
,,,,,23,17,,,,
,,,,,23,15,,,,
,,,,,23,14,,,,
,,,,,23,,,,,
,,,,,21,,,,,
,,,,,10,12,,,,
,,,,,6,12,,,,
,,,,,6,9,,,,
,,,,,7,12,,,,
,,,,,11,12,,,,
,,,,,6,12,,,,
,,,,,8,,,,,
,,,,,6,,,,,
,,,,,8,10,,,,
,,,,,7,10,,,,
,,,,,8,10,,,,
,,,,,8,10,,,,
,,,,,11,8,,,,
,,,,,13,10,,,,
,,,,,4,,,,,
,,,,,3,,,,,
,,,,,13,5,,,,
,,,,,13,5,,,,
,,,,,13,2,,,,
,,,,,15,5,,,,
,,,,,11,5,,,,
,,,,,13,5,,,,
,,,,,13,,,,,
,,,,,13,,,,,
,,,,,19,18,,,,
,,,,,22,21,,,,
,,,,,22,18,,,,
,,,,,22,15,,,,
,,,,,27,18,,,,
,,,,,22,19,,,,
,,,,,22,,,,,
,,,,,22,,,,,
,,,,,37,18,,,,
,,,,,37,18,,,,
,,,,,37,18,,,,
,,,,,37,18,,,,
,,,,,37,18,,,,
,,,,,37,0,,,,
,,,,,36,,,,,
,,,,,37,,,,,
,,,,,18,14,,,,
,,,,,15,12,,,,
,,,,,18,17,,,,
,,,,,18,0,,,,
,,,,,18,13,,,,
,,,,,18,15,,,,
,,,,,19,,,,,
,,,,,18,,,,,
,,,,,55,18,,,,
,,,,,55,23,,,,
,,,,,50,0,,,,
,,,,,56,0,,,,
,,,,,54,20,,,,
,,,,,55,20,,,,
,,,,,55,,,,,
,,,,,53,,,,,
,,,,,39,17,,,,
,,,,,39,0,,,,
,,,,,39,20,,,,
,,,,,42,17,,,,
,,,,,39,18,,,,
,,,,,42,17,,,,
,,,,,39,,,,,
,,,,,43,,,,,
,,,,,5,13,,,,
,,,,,5,11,,,,
,,,,,5,0,,,,
,,,,,5,11,,,,
,,,,,0,11,,,,
,,,,,5,11,,,,
,,,,,5,,,,,
,,,,,5,,,,,
,,,,,10,5,,,,
,,,,,7,8,,,,
,,,,,11,11,,,,
,,,,,6,8,,,,
,,,,,10,8,,,,
,,,,,6,10,,,,
,,,,,10,,,,,
,,,,,10,,,,,
,,,,,13,16,,,,
,,,,,13,17,,,,
,,,,,13,19,,,,
,,,,,13,17,,,,
,,,,,10,16,,,,
,,,,,13,16,,,,
,,,,,13,,,,,
,,,,,13,,,,,
,,,,,32,16,,,,
,,,,,31,15,,,,
,,,,,29,14,,,,
,,,,,27,16,,,,
,,,,,27,16,,,,
,,,,,22,16,,,,
,,,,,27,,,,,
,,,,,27,,,,,
,,,,,26,22,,,,
,,,,,35,22,,,,
,,,,,30,22,,,,
,,,,,30,22,,,,
,,,,,31,21,,,,
,,,,,34,0,,,,
,,,,,34,,,,,
,,,,,30,,,,,
,,,,,19,16,,,,
,,,,,19,16,,,,
,,,,,19,15,,,,
,,,,,19,16,,,,
,,,,,19,16,,,,
,,,,,19,17,,,,
,,,,,21,,,,,
,,,,,19,,,,,
,,,,,3,0,,,,
,,,,,7,7,,,,
,,,,,7,7,,,,
,,,,,7,8,,,,
,,,,,7,7,,,,
,,,,,10,7,,,,
,,,,,7,,,,,
,,,,,12,,,,,
,,,,,13,19,,,,
,,,,,13,19,,,,
,,,,,13,19,,,,
,,,,,13,21,,,,
,,,,,13,16,,,,
,,,,,13,20,,,,
,,,,,13,,,,,
,,,,,13,,,,,
,,,,,18,12,,,,
,,,,,13,13,,,,
,,,,,18,11,,,,
,,,,,18,11,,,,
,,,,,18,9,,,,
,,,,,19,0,,,,
,,,,,18,,,,,
,,,,,23,,,,,
,,,,,33,12,,,,
,,,,,33,15,,,,
,,,,,29,15,,,,
,,,,,33,16,,,,
,,,,,32,16,,,,
,,,,,33,15,,,,
,,,,,33,,,,,
,,,,,33,,,,,
,,,,,27,15,,,,
,,,,,30,15,,,,
,,,,,25,17,,,,
,,,,,25,0,,,,
,,,,,25,0,,,,
,,,,,25,15,,,,
,,,,,25,,,,,
,,,,,25,,,,,
,,,,,59,16,,,,
,,,,,54,13,,,,
,,,,,54,19,,,,
,,,,,53,16,,,,
,,,,,54,18,,,,
,,,,,54,16,,,,
,,,,,54,,,,,
,,,,,54,,,,,
,,,,,29,18,,,,
,,,,,29,18,,,,
,,,,,29,18,,,,
,,,,,29,18,,,,
,,,,,29,18,,,,
,,,,,29,18,,,,
,,,,,31,,,,,
,,,,,29,,,,,
,,,,,48,16,,,,
,,,,,48,12,,,,
,,,,,48,15,,,,
,,,,,48,15,,,,
,,,,,48,15,,,,
,,,,,49,14,,,,
,,,,,48,,,,,
,,,,,48,,,,,
,,,,,54,24,,,,
,,,,,51,0,,,,
,,,,,48,25,,,,
,,,,,51,23,,,,
,,,,,51,25,,,,
,,,,,48,0,,,,
,,,,,51,,,,,
,,,,,51,,,,,
,,,,,9,-2,,,,
,,,,,9,0,,,,
,,,,,8,-3,,,,
,,,,,9,0,,,,
,,,,,9,1,,,,
,,,,,9,-3,,,,
,,,,,4,,,,,
,,,,,9,,,,,
,,,,,15,15,,,,
,,,,,15,16,,,,
,,,,,19,16,,,,
,,,,,14,16,,,,
,,,,,15,17,,,,
,,,,,19,13,,,,
,,,,,15,,,,,
,,,,,15,,,,,
,,,,,22,18,,,,
,,,,,20,20,,,,
,,,,,23,18,,,,
,,,,,20,18,,,,
,,,,,23,18,,,,
,,,,,20,19,,,,
,,,,,20,,,,,
,,,,,20,,,,,
,,,,,26,10,,,,
,,,,,29,10,,,,
,,,,,26,10,,,,
,,,,,25,8,,,,
,,,,,26,10,,,,
,,,,,23,10,,,,
,,,,,29,,,,,
,,,,,26,,,,,
,,,,,40,22,,,,
,,,,,39,22,,,,
,,,,,39,22,,,,
,,,,,39,22,,,,
,,,,,39,21,,,,
,,,,,35,22,,,,
,,,,,39,,,,,
,,,,,39,,,,,
