Month,ID,Delay-from-due-date,Num-of-Delayed-Payment,Outstanding-Debt,Credit-Utilization-Ratio,Annual-Income,Debt-to-Income Ratio,Amount-invested-monthly,Monthly-Balance,Default
,,,,,,,,,974.4984671,
,,,,,,,,,1009.871595,
,,,,,,,,,425.0533,
,,,,,,,,,476.6012845,
,,,,,,,,,124.9928569,
,,,,,,,,,348.0691309,
,,,,,,,,,463.7002318,
,,,,,,,,,368.8193641,
,,,,,,,,,414.9954896,
,,,,,,,,,121.6248083,
,,,,,,,,,497.6263853,
,,,,,,,,,648.3814608,
,,,,,,,,,449.2768634,
,,,,,,,,,599.7979784,
,,,,,,,,,545.4176419,
,,,,,,,,,573.7720932,
,,,,,,,,,521.6720526,
,,,,,,,,,632.1765355,
,,,,,,,,,311.6806648,
,,,,,,,,,370.5490885,
,,,,,,,,,389.1236289,
,,,,,,,,,365.9076633,
,,,,,,,,,344.848797,
,,,,,,,,,210.9892272,
,,,,,,,,,337.763933,
,,,,,,,,,367.2030156,
,,,,,,,,,539.1020421,
,,,,,,,,,390.7198002,
,,,,,,,,,387.4014275,
,,,,,,,,,0,
,,,,,,,,,99.79467265,
,,,,,,,,,505.7412853,
,,,,,,,,,456.410433,
,,,,,,,,,428.5998364,
,,,,,,,,,281.1737899,
,,,,,,,,,265.0012033,
,,,,,,,,,248.6011003,
,,,,,,,,,229.9618382,
,,,,,,,,,154.8739725,
,,,,,,,,,259.0864146,
,,,,,,,,,236.9343332,
,,,,,,,,,149.2402478,
,,,,,,,,,528.0425777,
,,,,,,,,,596.848045,
,,,,,,,,,592.2862236,
,,,,,,,,,533.9971475,
,,,,,,,,,597.9648061,
,,,,,,,,,378.6019522,
,,,,,,,,,579.3237739,
,,,,,,,,,326.0093691,
,,,,,,,,,307.4983325,
,,,,,,,,,296.5542095,
,,,,,,,,,247.6213421,
,,,,,,,,,272.006834,
,,,,,,,,,288.8279771,
,,,,,,,,,288.0585048,
,,,,,,,,,303.4124448,
,,,,,,,,,266.8539653,
,,,,,,,,,268.4645345,
,,,,,,,,,213.7674567,
,,,,,,,,,267.3777389,
,,,,,,,,,208.2634451,
,,,,,,,,,248.6189532,
,,,,,,,,,243.9999035,
,,,,,,,,,266.7217462,
,,,,,,,,,251.2083428,
,,,,,,,,,444.0239323,
,,,,,,,,,439.1379404,
,,,,,,,,,476.0184035,
,,,,,,,,,525.7437168,
,,,,,,,,,410.9474272,
,,,,,,,,,268.1662389,
,,,,,,,,,460.1679071,
,,,,,,,,,371.9491061,
,,,,,,,,,329.414101,
,,,,,,,,,284.6826515,
,,,,,,,,,257.9801196,
,,,,,,,,,294.9084862,
,,,,,,,,,149.2837948,
,,,,,,,,,299.7164218,
,,,,,,,,,273.3896441,
,,,,,,,,,266.7549178,
,,,,,,,,,1258.124376,
,,,,,,,,,678.8696872,
,,,,,,,,,1212.351208,
,,,,,,,,,667.739797,
,,,,,,,,,1197.900179,
,,,,,,,,,1031.60792,
,,,,,,,,,478.8039977,
,,,,,,,,,1228.288151,
,,,,,,,,,887.49362,
,,,,,,,,,127.3258912,
,,,,,,,,,470.1755133,
,,,,,,,,,564.539625,
,,,,,,,,,816.0478129,
,,,,,,,,,723.9142698,
,,,,,,,,,939.9991625,
,,,,,,,,,871.2802133,
,,,,,,,,,203.3105222,
,,,,,,,,,0,
,,,,,,,,,184.9227058,
,,,,,,,,,462.5997177,
,,,,,,,,,228.8324026,
,,,,,,,,,0,
,,,,,,,,,481.6632314,
,,,,,,,,,445.3851274,
,,,,,,,,,301.1851762,
,,,,,,,,,207.341207,
,,,,,,,,,283.5036765,
,,,,,,,,,308.8293131,
,,,,,,,,,258.5215639,
,,,,,,,,,229.5809719,
,,,,,,,,,261.7751491,
,,,,,,,,,268.2853405,
,,,,,,,,,324.4319917,
,,,,,,,,,425.0765377,
,,,,,,,,,370.603775,
,,,,,,,,,399.5529289,
,,,,,,,,,358.3089889,
,,,,,,,,,371.4298399,
,,,,,,,,,271.5040846,
,,,,,,,,,385.4078328,
,,,,,,,,,427.016439,
,,,,,,,,,331.2618252,
,,,,,,,,,481.5491488,
,,,,,,,,,487.6224977,
,,,,,,,,,465.0813822,
,,,,,,,,,469.5356394,
,,,,,,,,,375.5482938,
,,,,,,,,,459.8454852,
,,,,,,,,,402.931197,
,,,,,,,,,250.5343342,
,,,,,,,,,220.9112812,
,,,,,,,,,302.1196408,
,,,,,,,,,399.6615306,
,,,,,,,,,371.7820482,
,,,,,,,,,358.4339443,
,,,,,,,,,361.9159554,
,,,,,,,,,564.2710253,
,,,,,,,,,571.4290636,
,,,,,,,,,658.8167139,
,,,,,,,,,586.7011305,
,,,,,,,,,656.9831414,
,,,,,,,,,592.6156332,
,,,,,,,,,485.4371842,
,,,,,,,,,625.0936069,
,,,,,,,,,355.0385761,
,,,,,,,,,861.8670689,
,,,,,,,,,759.7442297,
,,,,,,,,,738.407783,
,,,,,,,,,282.0614224,
,,,,,,,,,851.886547,
,,,,,,,,,694.7564307,
,,,,,,,,,695.2374099,
,,,,,,,,,300.1300294,
,,,,,,,,,320.7813979,
,,,,,,,,,311.2854616,
,,,,,,,,,344.2883223,
,,,,,,,,,284.3248997,
,,,,,,,,,301.9011213,
,,,,,,,,,251.8505451,
,,,,,,,,,282.6637979,
,,,,,,,,,226.1654724,
,,,,,,,,,284.8411354,
,,,,,,,,,292.9932042,
,,,,,,,,,286.609244,
,,,,,,,,,212.5472462,
,,,,,,,,,286.6704716,
,,,,,,,,,263.1805529,
,,,,,,,,,262.3824252,
,,,,,,,,,156.1439445,
,,,,,,,,,214.8306521,
,,,,,,,,,265.8229746,
,,,,,,,,,205.1160404,
,,,,,,,,,247.5612559,
,,,,,,,,,206.7694907,
,,,,,,,,,209.7091589,
,,,,,,,,,220.2461864,
,,,,,,,,,281.4684904,
,,,,,,,,,287.8474055,
,,,,,,,,,318.1611339,
,,,,,,,,,232.4892883,
,,,,,,,,,282.8208802,
,,,,,,,,,311.1422181,
,,,,,,,,,269.5588199,
,,,,,,,,,280.4735523,
,,,,,,,,,351.4866369,
,,,,,,,,,487.4438933,
,,,,,,,,,442.9648922,
,,,,,,,,,243.393037,
,,,,,,,,,392.1202497,
,,,,,,,,,391.1111929,
,,,,,,,,,433.0310262,
,,,,,,,,,368.0191741,
,,,,,,,,,251.8129553,
,,,,,,,,,444.5664823,
,,,,,,,,,198.9742472,
,,,,,,,,,412.4443714,
,,,,,,,,,395.5719137,
,,,,,,,,,383.2951341,
,,,,,,,,,372.2655345,
,,,,,,,,,174.0451722,
,,,,,,,,,340.683593,
,,,,,,,,,288.300795,
,,,,,,,,,349.9208017,
,,,,,,,,,252.0267695,
,,,,,,,,,299.2364186,
,,,,,,,,,261.3863352,
,,,,,,,,,312.0567516,
,,,,,,,,,324.9324153,
,,,,,,,,,412.3643797,
,,,,,,,,,272.1952627,
,,,,,,,,,172.7218904,
,,,,,,,,,398.8914812,
,,,,,,,,,409.5198006,
,,,,,,,,,371.5301123,
,,,,,,,,,376.9108429,
,,,,,,,,,340.6408094,
,,,,,,,,,559.2738383,
,,,,,,,,,642.7022797,
,,,,,,,,,581.018237,
,,,,,,,,,456.7695059,
,,,,,,,,,555.5513804,
,,,,,,,,,282.4116562,
,,,,,,,,,158.4709047,
,,,,,,,,,577.5307826,
,,,,,,,,,1304.424612,
,,,,,,,,,816.891007,
,,,,,,,,,1303.67945,
,,,,,,,,,781.333005,
,,,,,,,,,1268.288024,
,,,,,,,,,1534.963533,
,,,,,,,,,1528.885807,
,,,,,,,,,950.8257858,
,,,,,,,,,196.4790648,
,,,,,,,,,492.170509,
,,,,,,,,,693.6748062,
,,,,,,,,,638.2127677,
,,,,,,,,,600.2471708,
,,,,,,,,,498.4916863,
,,,,,,,,,406.1052587,
,,,,,,,,,545.3608814,
,,,,,,,,,326.1066101,
,,,,,,,,,338.3030909,
,,,,,,,,,264.3792517,
,,,,,,,,,343.0735083,
,,,,,,,,,317.743399,
,,,,,,,,,342.144219,
,,,,,,,,,282.0387443,
,,,,,,,,,271.3734155,
,,,,,,,,,543.4643534,
,,,,,,,,,531.6582654,
,,,,,,,,,443.9088391,
,,,,,,,,,381.4997543,
,,,,,,,,,307.4154053,
,,,,,,,,,409.9088772,
,,,,,,,,,91.71578965,
,,,,,,,,,530.2161102,
,,,,,,,,,178.7148294,
,,,,,,,,,627.9769295,
,,,,,,,,,594.2536917,
,,,,,,,,,672.4366883,
,,,,,,,,,499.1252372,
,,,,,,,,,424.1541068,
,,,,,,,,,607.3574572,
,,,,,,,,,586.3989315,
,,,,,,,,,293.6355047,
,,,,,,,,,173.6542994,
,,,,,,,,,282.2815467,
,,,,,,,,,292.2029679,
,,,,,,,,,334.7369861,
,,,,,,,,,372.5423248,
,,,,,,,,,180.9288238,
,,,,,,,,,201.1676299,
,,,,,,,,,278.1410661,
,,,,,,,,,304.8953245,
,,,,,,,,,270.6736171,
,,,,,,,,,292.0781919,
,,,,,,,,,278.8041352,
,,,,,,,,,252.6472888,
,,,,,,,,,302.7940678,
,,,,,,,,,293.9037094,
,,,,,,,,,738.3451769,
,,,,,,,,,1198.57429,
,,,,,,,,,933.6538646,
,,,,,,,,,1230.905556,
,,,,,,,,,1003.401463,
,,,,,,,,,1090.241289,
,,,,,,,,,1154.040317,
,,,,,,,,,880.5197191,
,,,,,,,,,250.434121,
,,,,,,,,,281.9049757,
,,,,,,,,,272.9113971,
,,,,,,,,,259.6278514,
,,,,,,,,,244.079183,
,,,,,,,,,317.6625551,
,,,,,,,,,266.6009107,
,,,,,,,,,322.9498612,
